class,precision,recall,f1,support
negative,0.9696969696969697,0.8067226890756303,0.8807339449541284,119
neutral,0.9033391915641477,0.8954703832752613,0.8993875765529309,574
positive,0.7835051546391752,0.8571428571428571,0.8186714542190305,266
