class,precision,recall,f1,support
negative,0.9375,0.8823529411764706,0.9090909090909091,119
neutral,0.9171075837742504,0.9059233449477352,0.9114811568799297,574
positive,0.8071428571428572,0.849624060150376,0.8278388278388279,266
