model,dataset_name,predictions_file,rows,accuracy,macro_f1,weighted_f1,mcc,ece_10_bins,brier_score,mean_confidence,coverage_at_60,accuracy_at_60,macro_f1_at_60,coverage_at_70,accuracy_at_70,macro_f1_at_70
finbert_zero_shot,phrasebank,results/2026-05-02/finbert_baseline_predictions_20260502_081140.csv,959,0.8873826903023984,0.8828036312698888,0.8879844947195267,0.7957124581081976,0.07684081199165799,0.18588492846741353,0.9642235022940563,0.9812304483837331,0.895855472901169,0.8944786477739642,0.9624608967674662,0.9024918743228603,0.9034391636968243
