class,precision,recall,f1,support
negative,0.7272727272727273,0.5378151260504201,0.6183574879227053,119
neutral,0.7701492537313432,0.8989547038327527,0.8295819935691319,574
positive,0.681592039800995,0.5150375939849624,0.5867237687366167,266
