class,precision,recall,f1,support
negative,0.7777777777777778,0.29411764705882354,0.426829268292683,119
neutral,0.7127937336814621,0.9512195121951219,0.8149253731343283,574
positive,0.7094594594594594,0.39473684210526316,0.5072463768115942,266
