model,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,weighted_precision,weighted_recall,mcc,cohen_kappa,brier_score,ece_10_bins,mean_confidence,dataset_name,dataset_file,split_source,benchmark_mode,test_rows,train_rows,val_rows,seed,device,model_name,native_id2label,canonical_remap,label_distribution_train,label_distribution_val,label_distribution_test,text_hash_leakage_count,git_commit_sha,mean_entropy,abstention_coverage,abstention_accuracy
finbert_base_zero_shot_ProsusAI/finbert,0.8832116788321168,0.883577944220483,0.884371899912633,0.861121995916119,0.9139113925416122,0.8920349376584287,0.8832116788321168,0.800280555782886,0.7958379903134813,0.176186948733635,0.023562484973414212,0.8746345639228821,phrasebank,data/processed/gold/latest_gold_phrasebank_split.csv,controlled_gold_split,phrasebank_in_domain,959,3353,479,101,cuda,ProsusAI/finbert,"{""0"": ""positive"", ""1"": ""negative"", ""2"": ""neutral""}","[1, 2, 0]","{""negative"": 414, ""neutral"": 2008, ""positive"": 931}","{""negative"": 59, ""neutral"": 287, ""positive"": 133}","{""negative"": 119, ""neutral"": 574, ""positive"": 266}",0,5c8a2bfe88e0e6103c6e8d4532c5070d15dc028e,0.3682587146759033,0.954118873826903,0.898360655737705
