class,precision,recall,f1,support
negative,0.7916666666666666,0.31932773109243695,0.4550898203592814,119
neutral,0.7169069462647444,0.9529616724738676,0.818249813014211,574
positive,0.7094594594594594,0.39473684210526316,0.5072463768115942,266
