class,precision,recall,f1,support
negative,0.7608695652173914,0.29411764705882354,0.42424242424242425,119
neutral,0.7193675889328063,0.9512195121951219,0.8192048012003,574
positive,0.7012987012987013,0.40601503759398494,0.5142857142857143,266
