model,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,weighted_precision,weighted_recall,mcc,cohen_kappa,brier_score,ece_10_bins,mean_confidence,dataset_name,dataset_file,split_source,benchmark_mode,train_plus_infer_seconds,train_rows,val_rows,test_rows,seed,fp16,device,native_id2label,canonical_remap,label_distribution_train,label_distribution_val,label_distribution_test,text_hash_leakage_count,git_commit_sha
finbert_finetuned_ProsusAI/finbert,0.8873826903023984,0.8828036312698888,0.8879844947195267,0.8872501469723693,0.8793001154248605,0.8891368645322417,0.8873826903023984,0.7957124581081976,0.7954799917064068,0.18588492885364505,0.07684083843877593,0.9642234444618225,phrasebank,data/processed/gold/latest_gold_phrasebank_split.csv,controlled_gold_split,phrasebank_in_domain,75.85762488818727,3353,479,959,101,True,cuda,"{""0"": ""positive"", ""1"": ""negative"", ""2"": ""neutral""}","[1, 2, 0]","{""negative"": 414, ""neutral"": 2008, ""positive"": 931}","{""negative"": 59, ""neutral"": 287, ""positive"": 133}","{""negative"": 119, ""neutral"": 574, ""positive"": 266}",0,5c8a2bfe88e0e6103c6e8d4532c5070d15dc028e
