class,precision,recall,f1,support
negative,0.7111111111111111,0.5378151260504201,0.6124401913875598,119
neutral,0.7713004484304933,0.8989547038327527,0.830249396621078,574
positive,0.68,0.5112781954887218,0.5836909871244637,266
