class,precision,recall,f1,support
negative,0.78,0.3277310924369748,0.46153846153846156,119
neutral,0.7195281782437746,0.9564459930313589,0.8212415856394913,574
positive,0.7123287671232876,0.39097744360902253,0.5048543689320388,266
