class,precision,recall,f1,support
negative,0.717391304347826,0.5546218487394958,0.6255924170616114,119
neutral,0.7701492537313432,0.8989547038327527,0.8295819935691319,574
positive,0.6903553299492385,0.5112781954887218,0.5874730021598271,266
