model,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,weighted_precision,weighted_recall,mcc,cohen_kappa,brier_score,ece_10_bins,mean_confidence,dataset_name,dataset_file,split_source,benchmark_mode,train_plus_infer_seconds,train_rows,val_rows,test_rows,seed,fp16,device,native_id2label,canonical_remap,label_distribution_train,label_distribution_val,label_distribution_test,text_hash_leakage_count,git_commit_sha
finbert_finetuned_ProsusAI/finbert,0.886339937434828,0.8863708739329299,0.8868053581064029,0.8809099318842173,0.8922449596012988,0.8876593388649366,0.886339937434828,0.7953401245276365,0.7950537309745687,0.1896573522929524,0.08037845254317315,0.9667183756828308,phrasebank,data/processed/gold/latest_gold_phrasebank_split.csv,controlled_gold_split,phrasebank_in_domain,69.25004544388503,3353,479,959,21,True,cuda,"{""0"": ""positive"", ""1"": ""negative"", ""2"": ""neutral""}","[1, 2, 0]","{""negative"": 414, ""neutral"": 2008, ""positive"": 931}","{""negative"": 59, ""neutral"": 287, ""positive"": 133}","{""negative"": 119, ""neutral"": 574, ""positive"": 266}",0,5c8a2bfe88e0e6103c6e8d4532c5070d15dc028e
