model,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,weighted_precision,weighted_recall,mcc,cohen_kappa,brier_score,ece_10_bins,mean_confidence,dataset_name,dataset_file,split_source,benchmark_mode,train_plus_infer_seconds,train_rows,val_rows,test_rows,seed,fp16,device,native_id2label,canonical_remap,label_distribution_train,label_distribution_val,label_distribution_test,text_hash_leakage_count,git_commit_sha
finbert_finetuned_ProsusAI/finbert,0.8884254431699687,0.8847834403062006,0.889493780174838,0.8939377961784266,0.8792713491044685,0.8927786904448546,0.8884254431699687,0.7991310791502478,0.7981271087240929,0.1660628469235641,0.025483673537486033,0.8970699906349182,phrasebank,data/processed/gold/latest_gold_phrasebank_split.csv,controlled_gold_split,phrasebank_in_domain,74.90183308999985,3353,479,959,42,True,cuda,"{""0"": ""positive"", ""1"": ""negative"", ""2"": ""neutral""}","[1, 2, 0]","{""negative"": 414, ""neutral"": 2008, ""positive"": 931}","{""negative"": 59, ""neutral"": 287, ""positive"": 133}","{""negative"": 119, ""neutral"": 574, ""positive"": 266}",0,5c8a2bfe88e0e6103c6e8d4532c5070d15dc028e
