class,precision,recall,f1,support
negative,0.8489208633093526,0.9915966386554622,0.9147286821705427,119
neutral,0.9515503875968992,0.8554006968641115,0.9009174311926605,574
positive,0.7828947368421053,0.8947368421052632,0.8350877192982455,266
