model,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,weighted_precision,weighted_recall,mcc,cohen_kappa,brier_score,ece_10_bins,mean_confidence,test_rows,seed,device,model_name,mean_entropy,abstention_coverage,abstention_accuracy
finbert_base_zero_shot_ProsusAI/finbert,0.5280195865070729,0.5239247383720387,0.5229682979295052,0.5248223788084346,0.5308970958864204,0.5262429778980188,0.5280195865070729,0.2949504955456311,0.29260577123468745,0.7424740764955814,0.30696402025592473,0.8347788453102112,3676,42,cpu,ProsusAI/finbert,0.4571610987186432,0.9009793253536452,0.5480072463768116
