model,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,weighted_precision,weighted_recall,mcc,cohen_kappa,brier_score,ece_10_bins,mean_confidence,seconds,calibration_method,n_bins,seed
calibrated_linear_svm_sigmoid,0.5024483133841132,0.4847421314850557,0.48035934099475486,0.5251994425934375,0.5110182210202409,0.529831454319744,0.5024483133841132,0.27603918029227864,0.25975899518239187,0.6833686385495369,0.20029278897346586,0.6999737896827621,1.8374048999976367,sigmoid,10,42
