model,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,weighted_precision,weighted_recall,mcc,cohen_kappa,brier_score,ece_10_bins,mean_confidence,seconds,top_k,used_agreement_weights,base_model,min_weight,weight_schedule,seed,ablation_flags
CARA_lite_svm,0.5038084874863983,0.4810670804661485,0.4756225792601803,0.5363039903233502,0.513401811010958,0.5415211085831064,0.5038084874863983,0.2835678564056037,0.2623951818351631,0.6921604727173111,0.21337442004738685,0.7171054656536335,25.085800800006837,3,True,svm,0.4,linear,42,"retrieval=off,structured=on,agreement=on,calibration=on"
