model,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,weighted_precision,weighted_recall,mcc,cohen_kappa,brier_score,ece_10_bins,mean_confidence,dataset_name,dataset_file,split_source,benchmark_mode,train_seconds,eval_seconds,train_rows,val_rows,test_rows,seed,model_name,native_id2label,canonical_remap,label_distribution_train,label_distribution_val,label_distribution_test,text_hash_leakage_count,git_commit_sha,num_epochs,weight_schedule,checkpoint_dir
finbert_agreement_weighted,0.8894681960375391,0.8859972450299,0.8890875506923421,0.8851694116371472,0.8870598303506254,0.8888695014461134,0.8894681960375391,0.7984608316234135,0.7983811626195731,0.17988284024730397,0.07145570552634994,0.9584833383560181,phrasebank,data/processed/gold/latest_gold_phrasebank_split.csv,controlled_gold_split,phrasebank_in_domain,89.48389785480686,1.7343794291373342,3353,479,959,13,ProsusAI/finbert,"{""0"": ""positive"", ""1"": ""negative"", ""2"": ""neutral""}","[1, 2, 0]","{""negative"": 414, ""neutral"": 2008, ""positive"": 931}","{""negative"": 59, ""neutral"": 287, ""positive"": 133}","{""negative"": 119, ""neutral"": 574, ""positive"": 266}",0,5c8a2bfe88e0e6103c6e8d4532c5070d15dc028e,3,linear,models/finbert_agreement_weighted_linear_20260502_082228
