model,experiment,dataset_name,benchmark_mode,seed,accuracy,macro_f1,weighted_f1,mcc,ece_10_bins,brier_score,mean_confidence,train_rows,val_rows,test_rows,text_hash_leakage_count,git_commit_sha,summary_file,weight_schedule,num_epochs,seconds
finbert_agreement_weighted,agreement_weighted,phrasebank,phrasebank_in_domain,13,0.8894681960375391,0.8859972450299,0.8890875506923421,0.7984608316234135,0.0714557055263499,0.1798828402473039,0.958483338356018,3353,479,959,0,5c8a2bfe88e0e6103c6e8d4532c5070d15dc028e,results/2026-05-02/finbert_agreement_weighted_summary_20260502_105331.csv,linear,3,97.92906925990246
finbert_agreement_weighted,agreement_weighted,phrasebank,phrasebank_in_domain,21,0.8894681960375391,0.8901039352438493,0.8899767342101241,0.8019251372063048,0.0754096089426245,0.1852256799456926,0.9648778438568116,3353,479,959,0,5c8a2bfe88e0e6103c6e8d4532c5070d15dc028e,results/2026-05-02/finbert_agreement_weighted_summary_20260502_105509.csv,linear,3,98.80196765484288
finbert_agreement_weighted,agreement_weighted,phrasebank,phrasebank_in_domain,42,0.8884254431699687,0.8859299251070677,0.8887450574139742,0.7959624923546469,0.0376869090157828,0.1640358056608537,0.901859164237976,3353,479,959,0,5c8a2bfe88e0e6103c6e8d4532c5070d15dc028e,results/2026-05-02/finbert_agreement_weighted_summary_20260502_105648.csv,linear,3,144.88189324806444
finbert_agreement_weighted,agreement_weighted,phrasebank,phrasebank_in_domain,87,0.8905109489051095,0.8852542600516712,0.8899363184817728,0.7985583307908086,0.034533378975980626,0.16449113281788172,0.9250442385673523,3353,479,959,0,5c8a2bfe88e0e6103c6e8d4532c5070d15dc028e,results/2026-05-02/finbert_agreement_weighted_summary_20260502_105913.csv,linear,3,132.52961947000585
finbert_agreement_weighted,agreement_weighted,phrasebank,phrasebank_in_domain,101,0.8852971845672576,0.8841235428624147,0.8852209658212844,0.7926271497919277,0.0286254941236239,0.162763308548002,0.8988844156265259,3353,479,959,0,5c8a2bfe88e0e6103c6e8d4532c5070d15dc028e,results/2026-05-02/finbert_agreement_weighted_summary_20260502_110136.csv,linear,3,148.92092010006309
